acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
-23,-24,-984,-210,-1050,-700,-178,-177,709
-22,-24,-984,-210,-1050,-770,-184,-178,705
-23,-25,-984,-210,-1050,-700,-183,-174,705
-22,-25,-984,-210,-980,-770,-172,-183,708
-21,-25,-984,-210,-1050,-770,-175,-180,696
-22,-24,-984,-140,-1050,-770,-177,-183,703
-22,-24,-984,-210,-980,-770,-183,-183,700
-22,-25,-984,-210,-980,-770,-183,-192,708
-22,-25,-984,-210,-910,-770,-180,-181,691
-22,-25,-984,-210,-910,-700,-175,-186,702
-21,-24,-984,-140,-1050,-700,-178,-178,699
-22,-24,-985,-140,-980,-770,-168,-184,706
-23,-25,-984,-140,-1050,-770,-178,-180,705
-22,-24,-984,-140,-980,-700,-168,-174,711
-22,-24,-984,-210,-980,-770,-181,-178,711
-22,-25,-985,-70,-910,-770,-178,-175,706
-22,-25,-984,-70,-980,-770,-178,-177,706
-21,-24,-984,-70,-980,-770,-175,-177,706
-22,-25,-985,0,-980,-770,-180,-177,711
-22,-25,-983,70,-910,-770,-178,-177,708
-22,-26,-984,0,-1050,-770,-178,-168,694
-21,-26,-984,0,-980,-770,-175,-177,700
-22,-25,-982,-70,-1050,-840,-177,-169,702
-22,-25,-985,-140,-630,-770,-178,-184,709
-21,-25,-984,0,-1190,-770,-180,-186,699
-22,-26,-985,-140,-910,-770,-174,-184,711
-22,-26,-983,-70,-1120,-770,-186,-175,697
-22,-25,-985,-280,-910,-770,-172,-184,709
-23,-25,-983,-210,-980,-700,-180,-177,697
-23,-25,-984,-280,-910,-700,-171,-180,700
-23,-25,-983,-210,-980,-700,-178,-171,705
-22,-25,-984,-210,-980,-700,-168,-184,699
-23,-26,-984,-210,-980,-700,-180,-178,694
-21,-26,-985,-210,-980,-700,-169,-177,706
-21,-25,-985,-280,-980,-700,-181,-184,703
-22,-25,-985,-210,-980,-700,-180,-175,703
-22,-25,-984,-280,-980,-700,-169,-181,702
-21,-24,-984,-140,-1050,-770,-169,-178,711
-22,-26,-984,-210,-1050,-770,-175,-181,714
-22,-24,-985,-140,-980,-770,-169,-180,705
-22,-25,-983,-280,-980,-700,-181,-181,699
-22,-25,-984,-210,-980,-770,-168,-180,703
-22,-25,-984,-280,-980,-770,-166,-177,702
-22,-25,-983,-280,-980,-770,-177,-177,715
-22,-25,-984,-350,-980,-700,-172,-181,705
-22,-26,-984,-280,-980,-700,-175,-180,699
-22,-25,-984,-280,-910,-700,-160,-174,703
-22,-25,-984,-280,-980,-700,-174,-175,709
-23,-25,-984,-280,-910,-770,-181,-178,705
-22,-25,-984,-280,-910,-770,-175,-183,703
-22,-25,-984,-210,-910,-700,-175,-171,708
-22,-25,-984,-210,-980,-770,-172,-181,705
-23,-25,-984,-70,-980,-770,-175,-180,705
-23,-25,-985,-140,-980,-770,-181,-177,699
-23,-25,-984,-140,-980,-770,-171,-189,696
-23,-25,-984,-280,-980,-700,-174,-175,703
-22,-26,-985,-280,-910,-700,-178,-181,703
-22,-24,-984,-280,-980,-700,-181,-181,697
-22,-25,-984,-280,-980,-700,-175,-178,699
-22,-25,-984,-280,-980,-700,-183,-184,699
-23,-25,-984,-280,-980,-700,-178,-184,700
-23,-25,-984,-210,-980,-770,-166,-178,700
-23,-25,-984,-210,-980,-770,-177,-177,702
-23,-24,-984,-210,-980,-770,-172,-178,708
-23,-25,-984,-210,-980,-770,-166,-175,706
-22,-25,-985,-210,-980,-700,-178,-171,703
-23,-25,-984,-280,-980,-700,-165,-180,703
-22,-25,-983,-280,-980,-700,-169,-181,706
-22,-25,-984,-210,-980,-770,-180,-174,700
-22,-25,-985,-280,-980,-770,-180,-169,709
-23,-25,-985,-280,-980,-770,-171,-183,699
-22,-24,-985,-280,-910,-700,-177,-178,706
-23,-24,-984,-210,-910,-700,-171,-183,703
-22,-25,-984,-210,-910,-770,-186,-183,702
-23,-25,-984,-210,-980,-770,-175,-184,708
-23,-25,-985,-140,-980,-770,-174,-181,699
-23,-25,-984,-140,-980,-770,-181,-175,706
-23,-25,-985,-140,-980,-700,-165,-178,706
-22,-25,-984,-140,-980,-770,-174,-183,706
-22,-24,-985,-210,-910,-700,-180,-186,702
-22,-24,-985,-210,-980,-700,-174,-171,703
-22,-24,-984,-210,-980,-770,-178,-175,708
-22,-25,-985,-210,-980,-770,-171,-180,705
-23,-25,-984,-210,-980,-770,-172,-190,702
-23,-25,-984,-140,-910,-770,-175,-181,703
-22,-25,-985,-210,-980,-770,-181,-177,709
-22,-25,-984,-210,-980,-770,-172,-187,708
-22,-26,-985,-210,-1050,-770,-181,-177,700
-23,-24,-984,-210,-910,-770,-175,-187,708
-22,-25,-985,-210,-980,-770,-174,-177,700
-23,-25,-984,-210,-980,-770,-165,-181,703
-22,-26,-984,-280,-1050,-770,-174,-189,699
-22,-25,-985,-140,-910,-700,-177,-180,708
-23,-25,-984,-140,-910,-700,-178,-181,700
-22,-24,-984,-210,-1050,-770,-163,-171,708
-22,-25,-985,-140,-910,-700,-177,-174,705
-23,-26,-984,-210,-1050,-770,-166,-172,712
-23,-25,-984,-210,-980,-700,-174,-184,700
-23,-25,-984,-210,-1050,-770,-171,-180,703
-22,-24,-985,-140,-980,-770,-174,-180,714
-22,-25,-985,-280,-1050,-770,-181,-184,705
-22,-25,-984,-210,-980,-770,-181,-171,708
-23,-25,-985,-280,-980,-770,-181,-181,700
-22,-23,-984,-280,-980,-700,-171,-183,705
-22,-25,-984,-210,-1050,-700,-172,-181,700
-22,-24,-985,-210,-1050,-770,-174,-174,699
-22,-25,-984,-210,-980,-770,-166,-174,702
-21,-24,-985,-280,-980,-770,-181,-180,712
-22,-24,-984,-280,-980,-770,-174,-181,708
-22,-25,-984,-210,-1050,-770,-175,-180,705
-23,-24,-985,-140,-980,-700,-177,-175,705
-23,-25,-985,-210,-1050,-770,-174,-180,703
-22,-25,-985,-210,-980,-770,-171,-172,705
-23,-24,-984,-210,-980,-770,-172,-168,702
-22,-25,-985,-140,-980,-700,-190,-189,715
-23,-24,-985,-210,-980,-700,-172,-174,712
-22,-24,-985,-140,-980,-770,-174,-184,709
-22,-24,-985,-140,-980,-770,-175,-172,703
-22,-25,-984,-210,-980,-770,-178,-178,702
-22,-26,-985,-210,-980,-770,-168,-183,703
-22,-25,-985,-280,-980,-700,-181,-177,703
-22,-25,-986,-210,-980,-770,-177,-172,702
-22,-25,-985,-210,-980,-770,-184,-180,712
-22,-26,-984,-210,-980,-770,-171,-178,699
-21,-26,-985,-210,-980,-770,-177,-171,705
-23,-24,-985,-210,-910,-770,-175,-180,703
-22,-23,-984,-210,-980,-700,-178,-181,702
-23,-24,-984,-210,-910,-700,-168,-177,711
-22,-24,-984,-210,-980,-770,-180,-175,705
-22,-24,-985,-140,-1050,-770,-169,-175,696
-22,-24,-984,-140,-980,-770,-181,-177,706
-22,-25,-985,-210,-980,-700,-171,-174,703
-22,-25,-984,-210,-980,-770,-168,-178,708
-22,-25,-985,-210,-980,-770,-183,-175,700
-22,-25,-984,-280,-1050,-700,-184,-177,709
-22,-25,-985,-280,-980,-700,-171,-178,696
-22,-25,-985,-210,-980,-770,-186,-186,696
-22,-25,-985,-210,-980,-770,-175,-178,712
-22,-24,-985,-350,-980,-770,-174,-180,718
-23,-24,-984,-280,-910,-700,-172,-174,691
-22,-24,-985,-210,-910,-700,-175,-174,706
-22,-26,-985,-210,-910,-770,-178,-177,706
-22,-25,-986,-210,-910,-770,-171,-180,706
-22,-25,-985,-140,-980,-770,-165,-178,709
-23,-24,-985,-210,-980,-700,-172,-180,705
-22,-25,-985,-140,-980,-770,-180,-186,711
-22,-25,-985,-140,-980,-770,-166,-178,702
-21,-25,-984,-210,-980,-770,-171,-186,703
-22,-24,-985,-210,-910,-700,-177,-172,700
-23,-24,-985,-210,-980,-700,-174,-184,696
-22,-26,-984,-210,-910,-700,-183,-178,702
-22,-25,-984,-210,-980,-700,-177,-177,697
-22,-25,-985,-210,-1050,-770,-178,-178,697
-22,-24,-985,-210,-980,-770,-175,-172,691
-22,-24,-985,-210,-980,-700,-189,-175,699
-22,-25,-984,-210,-980,-700,-177,-172,699
-23,-24,-984,-210,-980,-770,-172,-174,705
-22,-25,-986,-210,-980,-700,-172,-177,705
-23,-25,-984,-210,-980,-770,-181,-181,697
-22,-24,-985,-210,-980,-700,-177,-178,709
-21,-25,-985,-140,-980,-770,-171,-180,697
-22,-25,-985,-140,-910,-700,-175,-184,700
-22,-25,-985,-140,-980,-770,-177,-174,700
-21,-25,-984,-140,-980,-770,-178,-180,708
-22,-25,-984,-210,-910,-770,-177,-174,697
-22,-25,-984,-210,-1050,-770,-181,-175,711
-23,-25,-984,-210,-910,-770,-178,-184,700
-22,-25,-985,-280,-980,-700,-172,-174,705
-22,-25,-986,-210,-980,-770,-171,-175,700
-23,-25,-985,-280,-1050,-770,-183,-180,703
-23,-25,-985,-210,-910,-770,-169,-183,706
-22,-25,-984,-280,-1050,-770,-189,-174,694
-23,-25,-984,-280,-980,-700,-178,-186,717
-23,-25,-985,-280,-980,-770,-178,-174,702
-22,-25,-985,-210,-980,-700,-184,-178,703
-22,-25,-984,-140,-980,-770,-178,-180,706
-22,-25,-984,-210,-980,-770,-184,-180,697
-23,-25,-985,-140,-980,-770,-177,-175,702
-22,-25,-985,-210,-910,-700,-175,-174,706
-23,-25,-983,-140,-980,-770,-178,-181,699
-22,-25,-984,-210,-980,-770,-181,-175,694
-23,-25,-984,-140,-910,-700,-166,-172,700
-22,-25,-985,-280,-980,-770,-175,-174,706
-23,-24,-985,-210,-980,-770,-175,-175,700
-22,-25,-985,-280,-1050,-770,-168,-183,706
-22,-25,-985,-210,-980,-770,-169,-187,700
-22,-25,-985,-280,-980,-770,-180,-177,708
-22,-25,-985,-280,-1050,-770,-192,-177,700
-21,-24,-985,-140,-910,-700,-183,-175,708
-22,-25,-984,-210,-980,-700,-178,-180,700
-23,-26,-984,-210,-980,-770,-184,-181,694
-23,-25,-985,-210,-980,-770,-184,-177,706
-22,-25,-984,-280,-980,-700,-171,-174,703
-22,-25,-985,-350,-980,-700,-171,-190,703
-22,-25,-985,-350,-980,-700,-178,-181,705
-22,-25,-985,-280,-980,-770,-175,-172,699
-22,-25,-985,-210,-980,-700,-168,-174,703
-22,-25,-984,-280,-980,-700,-172,-189,702
-23,-25,-984,-210,-980,-700,-171,-175,715
-22,-25,-984,-140,-980,-840,-175,-177,705
-23,-24,-984,-140,-980,-770,-169,-174,714
-22,-25,-985,-140,-980,-770,-177,-187,712
-23,-25,-985,-210,-980,-770,-177,-171,711
-22,-26,-984,-210,-980,-770,-181,-186,708
-21,-25,-985,-210,-1050,-700,-184,-181,709
-23,-25,-985,-210,-1050,-770,-172,-172,706
-22,-25,-984,-280,-980,-770,-172,-180,702
-22,-24,-984,-280,-980,-770,-181,-177,711
-22,-26,-985,-280,-980,-700,-172,-181,709
-23,-24,-984,-210,-980,-770,-180,-178,703
-22,-25,-985,-280,-910,-700,-180,-178,706
-23,-25,-985,-210,-980,-700,-183,-177,703
-22,-25,-984,-140,-980,-770,-171,-180,711
-22,-25,-985,-140,-980,-770,-174,-183,708
-22,-25,-984,-140,-980,-700,-177,-181,715
-22,-25,-984,-140,-980,-770,-174,-174,706
-23,-26,-984,-140,-980,-770,-177,-183,706
-22,-25,-983,-140,-980,-770,-178,-183,700
-22,-25,-985,-210,-1050,-770,-184,-186,705
-22,-25,-984,-210,-1050,-770,-171,-180,700
-24,-24,-985,-280,-1050,-770,-174,-183,702
-22,-24,-985,-280,-980,-700,-183,-184,700
-22,-25,-984,-280,-980,-700,-183,-183,703
-24,-25,-985,-280,-980,-770,-180,-180,709
-23,-25,-984,-280,-980,-700,-184,-180,706
-23,-25,-985,-210,-1050,-770,-180,-181,711
-23,-25,-984,-210,-980,-770,-174,-181,711
-21,-26,-984,-210,-1050,-770,-177,-183,706
-22,-24,-985,-210,-980,-700,-178,-181,706
-22,-25,-984,-210,-1050,-700,-175,-174,702
-23,-24,-985,-210,-910,-770,-175,-178,709
-23,-25,-984,-210,-980,-700,-175,-171,700
-22,-25,-985,-140,-980,-700,-177,-181,712
-22,-25,-984,-210,-980,-700,-178,-175,702
-23,-25,-985,-210,-1050,-770,-171,-192,702
-22,-24,-985,-140,-980,-770,-172,-169,703
-22,-25,-985,-210,-1050,-770,-177,-184,703
-21,-25,-984,-140,-980,-770,-169,-178,703
-22,-24,-985,-280,-980,-700,-174,-187,702
-22,-25,-984,-280,-980,-700,-175,-181,702
-22,-25,-984,-280,-980,-770,-175,-175,703
-22,-25,-984,-210,-980,-700,-180,-177,705
-22,-25,-985,-280,-1050,-700,-175,-183,699
-22,-25,-984,-280,-980,-770,-172,-184,715
-21,-25,-985,-280,-980,-700,-171,-180,706
-22,-24,-985,-210,-980,-770,-177,-189,706
-22,-25,-984,-140,-910,-700,-175,-181,712
-22,-24,-985,-140,-980,-700,-172,-183,711
-23,-25,-986,-140,-980,-770,-178,-178,708
-23,-25,-984,-210,-980,-770,-174,-172,699
-21,-25,-983,-210,-910,-700,-169,-171,703
-22,-24,-985,-70,-980,-700,-172,-172,697
-21,-24,-985,-210,-910,-700,-174,-178,709
-22,-25,-984,-280,-980,-770,-172,-183,709
-22,-24,-985,-210,-910,-770,-180,-183,705
-22,-25,-984,-140,-1050,-770,-178,-171,715
-22,-25,-985,-70,-910,-770,-169,-168,708
-22,-25,-985,-140,-980,-770,-171,-169,708
-22,-24,-984,-210,-980,-770,-171,-175,709
-22,-25,-984,-140,-910,-770,-168,-189,711
-23,-24,-984,-140,-980,-770,-178,-180,706
-22,-25,-984,-140,-910,-770,-177,-177,700
-22,-25,-983,-140,-980,-770,-174,-171,709
-22,-25,-984,-70,-910,-770,-180,-178,703
-22,-25,-984,-140,-980,-770,-169,-180,703
-21,-27,-984,-210,-980,-770,-171,-180,709
-21,-25,-984,-280,-910,-770,-175,-175,705
-22,-25,-985,-350,-980,-700,-168,-177,712
-22,-25,-984,-350,-910,-700,-177,-175,706
-22,-26,-984,-210,-910,-770,-172,-180,705
-22,-26,-984,-140,-980,-770,-174,-175,708
-22,-24,-984,-210,-980,-770,-178,-183,706
-22,-25,-984,-140,-980,-770,-181,-180,703
-22,-24,-985,-140,-980,-840,-169,-174,712
-22,-24,-984,-140,-1050,-770,-180,-177,706
-22,-24,-984,-210,-840,-770,-177,-178,718
-23,-25,-984,-140,-1050,-770,-171,-181,715
-23,-25,-984,-210,-980,-770,-175,-174,714
-22,-24,-984,-210,-980,-770,-178,-183,709
-22,-25,-985,-210,-910,-770,-180,-189,714
-22,-26,-985,-140,-980,-770,-180,-177,708
-22,-25,-984,-210,-980,-770,-171,-190,712
-22,-25,-984,-210,-910,-700,-169,-183,702
-22,-25,-985,-210,-980,-770,-178,-178,706
-22,-25,-985,-140,-980,-770,-178,-181,709
-22,-25,-984,-140,-980,-770,-184,-184,706
-21,-25,-984,-140,-910,-700,-184,-178,705
-22,-24,-984,-70,-980,-770,-175,-184,700
-23,-26,-985,-70,-980,-770,-183,-169,697
-22,-26,-985,-140,-1050,-770,-175,-178,708
-22,-25,-985,-140,-980,-700,-174,-181,703
-22,-24,-984,-140,-980,-770,-171,-184,711
-23,-25,-984,-70,-980,-700,-174,-178,706
-22,-25,-984,-210,-980,-770,-183,-180,706
-22,-25,-984,-210,-1050,-770,-172,-181,709
-21,-25,-984,-210,-980,-700,-169,-186,705
-22,-24,-984,-210,-1050,-770,-171,-183,705
-22,-25,-984,-210,-840,-770,-178,-180,708
-22,-25,-985,-210,-980,-770,-172,-189,712
-22,-25,-985,-140,-980,-700,-175,-186,699
-21,-25,-984,-140,-980,-700,-174,-180,700
-22,-25,-984,-70,-980,-770,-178,-175,703
-21,-26,-984,-140,-980,-770,-168,-184,708
-22,-25,-985,-70,-980,-770,-181,-180,696
-22,-24,-984,-140,-980,-770,-183,-177,709
-21,-26,-985,-70,-980,-770,-171,-183,705
-22,-25,-985,-70,-910,-770,-171,-175,703
-23,-26,-984,-70,-980,-770,-181,-177,706
-22,-26,-985,-140,-980,-770,-181,-166,703
-22,-26,-985,-210,-1050,-840,-171,-178,705
-23,-25,-986,-140,-910,-770,-175,-181,702
-22,-26,-985,-210,-1050,-770,-175,-181,700
-22,-26,-985,-140,-980,-770,-171,-177,703
-22,-25,-984,-210,-1050,-700,-175,-175,705
-23,-26,-985,-210,-980,-770,-178,-183,706
-22,-26,-985,-280,-1050,-700,-178,-183,714
-23,-26,-985,-210,-980,-700,-180,-177,712
-22,-25,-984,-210,-980,-700,-177,-183,699
-22,-25,-984,-280,-980,-770,-174,-180,709
-21,-25,-984,-280,-910,-770,-165,-183,709
-23,-26,-984,-280,-980,-700,-183,-187,708
-22,-25,-985,-210,-980,-700,-181,-181,708
-22,-25,-984,-210,-980,-700,-186,-187,697
-22,-26,-986,-140,-980,-700,-177,-178,712
-23,-25,-983,-140,-1050,-770,-172,-183,700
-22,-24,-984,-140,-980,-770,-175,-178,706
-22,-25,-985,-140,-1050,-770,-175,-177,711
-22,-26,-985,-140,-980,-700,-172,-183,706
-21,-25,-985,-140,-980,-700,-175,-183,711
-23,-25,-985,-210,-1050,-700,-174,-171,699
-22,-26,-984,-140,-980,-700,-171,-178,705
-21,-26,-984,-210,-1050,-770,-168,-166,703
-22,-25,-985,-210,-1050,-770,-181,-172,697
-22,-25,-984,-280,-980,-700,-172,-183,714
-22,-25,-985,-280,-980,-770,-174,-163,699
-23,-25,-985,-280,-980,-700,-180,-184,708
-22,-26,-985,-280,-910,-700,-166,-178,705
-22,-25,-983,-280,-980,-700,-177,-174,709
-22,-26,-987,-210,-910,-700,-177,-171,699
-23,-26,-985,-70,-1120,-770,-171,-181,703
-22,-25,-984,-140,-1120,-700,-171,-172,708
-22,-25,-985,-210,-910,-700,-177,-184,703
-23,-25,-985,-210,-980,-700,-178,-180,705
-22,-24,-984,-280,-980,-770,-177,-180,703
-22,-26,-987,-210,-980,-770,-181,-192,712
-22,-25,-983,-140,-910,-770,-175,-175,703
-21,-25,-982,-140,-910,-700,-184,-177,705
-23,-26,-988,-140,-910,-770,-171,-181,708
-21,-25,-981,0,-1120,-770,-178,-186,705
-23,-26,-986,-70,-840,-770,-180,-177,705
-22,-25,-984,0,-1120,-770,-169,-180,715
-23,-24,-985,-70,-980,-770,-162,-177,712
-23,-26,-984,-140,-980,-770,-168,-178,708
-22,-26,-985,-140,-980,-770,-184,-180,702
-22,-26,-985,-140,-980,-770,-178,-178,690
-21,-24,-984,-210,-1050,-700,-175,-178,694
-22,-26,-984,-280,-980,-770,-177,-165,696
-22,-26,-984,-210,-1050,-700,-171,-181,700
-23,-26,-984,-280,-980,-770,-165,-181,708
-22,-25,-985,-210,-980,-700,-172,-180,699
-22,-26,-985,-210,-980,-770,-172,-180,711
-22,-25,-984,-140,-980,-700,-171,-172,703
-23,-26,-984,-140,-980,-770,-175,-177,715
-23,-25,-984,-210,-910,-770,-172,-180,705
-21,-25,-985,-140,-910,-770,-174,-187,703
-22,-25,-985,-210,-1050,-770,-183,-177,694
-22,-25,-984,-140,-910,-700,-169,-181,705
-22,-26,-985,-280,-980,-770,-181,-177,708
-22,-26,-985,-210,-910,-840,-178,-175,705
-22,-25,-984,-210,-980,-770,-183,-186,705
-21,-25,-984,-210,-910,-700,-177,-178,700
-22,-25,-983,-210,-1050,-770,-180,-187,712
-22,-25,-985,-210,-910,-770,-181,-171,711
-22,-25,-983,-210,-1050,-770,-177,-177,705
-22,-25,-985,-280,-980,-700,-174,-174,700
-22,-26,-984,-210,-980,-700,-178,-181,694
-23,-25,-985,-210,-980,-700,-180,-172,705
-22,-25,-984,-210,-980,-770,-172,-177,697
-23,-25,-984,-210,-980,-700,-177,-181,696
-22,-25,-984,-210,-980,-770,-171,-177,694
-22,-26,-984,-210,-1050,-770,-177,-184,711
-22,-25,-984,-210,-980,-770,-174,-177,706
-22,-25,-985,-210,-980,-770,-189,-181,693
-22,-25,-984,-210,-910,-700,-174,-186,702
-22,-25,-984,-210,-980,-770,-171,-178,706
-23,-26,-985,-210,-980,-770,-178,-186,700
-23,-26,-984,-280,-1050,-770,-168,-184,703
-21,-25,-984,-280,-980,-770,-171,-178,700
-22,-26,-984,-210,-980,-770,-177,-174,696
-22,-26,-984,-280,-1050,-770,-172,-192,705
-22,-26,-983,-210,-910,-700,-175,-177,705
-23,-25,-985,-280,-980,-770,-177,-180,709
-21,-26,-984,-210,-980,-770,-172,-175,709
-23,-25,-984,-280,-980,-700,-165,-184,699
-22,-25,-984,-280,-1050,-700,-177,-183,705
-22,-25,-985,-280,-980,-700,-178,-184,714
-21,-26,-984,-210,-980,-770,-177,-184,700
-22,-25,-985,-210,-980,-770,-168,-177,711
-22,-25,-985,-210,-980,-770,-174,-165,711
-22,-26,-984,-210,-980,-770,-178,-186,709
-22,-25,-985,-210,-980,-700,-184,-175,700
-22,-25,-984,-140,-980,-700,-175,-172,699
-22,-25,-985,-140,-980,-770,-168,-166,700
-23,-26,-984,-140,-910,-770,-180,-177,702
-22,-26,-984,-210,-980,-770,-177,-181,702
-22,-26,-985,-140,-980,-770,-174,-181,708
-22,-26,-984,-210,-1050,-770,-184,-180,699
-22,-25,-983,-210,-980,-770,-184,-180,711
-23,-25,-984,-210,-980,-770,-177,-186,703
-22,-25,-984,-210,-980,-700,-174,-169,705
-23,-26,-984,-140,-980,-700,-181,-177,705
-22,-25,-985,-280,-980,-700,-178,-175,696
-22,-25,-985,-350,-980,-770,-177,-175,705
-22,-25,-986,-280,-980,-770,-174,-184,703
-22,-26,-985,-210,-980,-770,-171,-186,709
-21,-26,-985,-210,-980,-700,-174,-172,706
-22,-25,-984,-210,-1050,-770,-175,-181,708
-22,-25,-985,-280,-980,-770,-178,-189,708
-23,-25,-985,-280,-1050,-770,-172,-180,706
-22,-25,-984,-280,-980,-770,-177,-186,702
-22,-25,-984,-280,-1050,-770,-171,-175,700
-21,-25,-984,-280,-980,-700,-169,-174,705
-22,-26,-984,-280,-980,-770,-172,-180,700
-22,-26,-984,-210,-980,-770,-172,-184,705
-23,-25,-983,-280,-910,-700,-172,-178,700
-22,-24,-983,-280,-980,-770,-181,-175,711
-22,-25,-984,-350,-980,-770,-180,-180,702
-22,-25,-986,-280,-1050,-770,-175,-178,705
-22,-25,-984,-210,-1050,-700,-172,-180,694
-22,-25,-985,-280,-1050,-770,-174,-181,712
-22,-25,-984,-210,-980,-700,-178,-181,690
-21,-25,-985,-210,-980,-770,-177,-175,703
-22,-25,-985,-210,-980,-700,-177,-171,697
-21,-26,-985,-280,-980,-700,-184,-186,700
-22,-25,-983,-280,-1050,-700,-172,-180,699
-22,-26,-984,-280,-980,-700,-169,-169,709
-22,-25,-984,-280,-980,-770,-184,-180,699
-23,-24,-985,-210,-910,-700,-181,-184,717
-23,-25,-984,-210,-980,-700,-171,-181,703
-21,-26,-984,-210,-910,-700,-177,-184,708
-22,-26,-984,-140,-980,-770,-171,-186,708
-22,-25,-985,-140,-910,-770,-186,-180,697
-22,-25,-984,-140,-980,-700,-177,-172,697
-23,-25,-985,-210,-910,-700,-180,-187,708
-22,-24,-984,-210,-980,-770,-171,-184,702
-22,-25,-985,-210,-910,-770,-172,-175,709
-23,-26,-984,-140,-980,-770,-177,-178,708
-22,-25,-984,-140,-1050,-770,-178,-175,694
-23,-25,-984,-140,-910,-700,-163,-178,696
-22,-25,-984,-210,-1050,-700,-172,-181,703
-22,-26,-984,-140,-980,-770,-174,-181,697
-22,-25,-984,-210,-980,-770,-171,-178,714
-22,-26,-985,-140,-910,-770,-174,-174,703
-22,-25,-984,-210,-980,-770,-171,-171,702
-23,-25,-984,-210,-980,-700,-169,-181,706
-22,-26,-984,-210,-980,-770,-169,-181,705
-21,-25,-985,-210,-910,-770,-181,-184,709
-22,-27,-983,-210,-980,-770,-169,-169,700
-22,-25,-984,-280,-980,-770,-174,-183,705
-23,-25,-984,-210,-980,-770,-174,-181,705
-22,-25,-984,-210,-1050,-700,-171,-186,709
-23,-25,-984,-140,-980,-770,-178,-172,705
-23,-25,-984,-210,-980,-770,-175,-180,709
-22,-24,-984,-140,-980,-770,-172,-181,711
-22,-25,-985,-210,-1050,-770,-169,-181,712
-22,-26,-984,-140,-1050,-770,-171,-175,700
-21,-25,-985,-280,-980,-770,-177,-180,712
-23,-26,-984,-210,-1050,-770,-175,-180,699
-22,-25,-984,-280,-980,-770,-183,-174,706
-21,-26,-984,-210,-980,-770,-178,-175,712
-22,-25,-984,-280,-980,-770,-175,-189,703
-22,-25,-984,-280,-980,-700,-177,-181,714
-23,-26,-985,-210,-980,-770,-180,-186,696
-22,-26,-984,-210,-980,-770,-172,-181,708
-23,-24,-985,-140,-980,-700,-166,-183,697
-22,-25,-983,-210,-980,-700,-172,-165,702
-22,-24,-984,-140,-980,-770,-168,-177,699
-22,-26,-984,-210,-980,-770,-184,-183,706
-22,-25,-984,-210,-980,-700,-178,-186,703
-22,-25,-984,-210,-980,-700,-177,-186,691
-22,-25,-984,-210,-980,-770,-178,-180,693
-23,-25,-985,-210,-910,-770,-174,-177,711
-22,-24,-984,-210,-980,-770,-177,-172,712
-22,-26,-984,-210,-980,-770,-175,-180,705
-22,-25,-984,-210,-980,-770,-175,-181,709
-22,-25,-984,-210,-980,-770,-177,-184,700
-22,-25,-984,-210,-980,-770,-174,-192,711
-22,-26,-984,-140,-980,-770,-177,-178,699
-22,-24,-984,-140,-980,-770,-172,-178,705
-22,-25,-984,-210,-980,-770,-174,-174,706
-22,-25,-984,-210,-980,-770,-174,-184,706
-22,-25,-983,-280,-980,-770,-166,-180,708
-22,-26,-985,-280,-910,-700,-169,-180,699
-22,-26,-985,-140,-910,-700,-168,-181,699
-21,-25,-984,-210,-980,-770,-172,-183,700
-21,-24,-984,-210,-980,-770,-168,-165,711
-23,-25,-984,-210,-1050,-700,-180,-187,711
-22,-26,-984,-210,-980,-700,-177,-174,699
-23,-25,-984,-210,-1050,-700,-175,-178,706
-22,-26,-984,-210,-980,-770,-171,-178,703
-23,-25,-983,-280,-1050,-770,-180,-178,703
-22,-26,-984,-140,-980,-770,-175,-174,703
-21,-26,-984,-210,-980,-770,-171,-178,708
-22,-25,-983,-280,-980,-770,-171,-177,706
-22,-25,-985,-280,-1050,-770,-189,-174,705
-22,-25,-984,-210,-1050,-770,-172,-180,702
-22,-25,-984,-280,-980,-700,-180,-189,696
-22,-25,-984,-210,-980,-770,-174,-183,705
-23,-25,-985,-140,-1050,-770,-178,-183,699
-23,-26,-984,-210,-1050,-770,-180,-180,703
-21,-25,-985,-140,-1050,-770,-174,-184,703
-23,-26,-986,-140,-1120,-770,-172,-181,700
-23,-26,-981,-70,-840,-700,-171,-178,694
-22,-25,-986,-140,-630,-770,-180,-180,703
-23,-25,-984,70,-1330,-770,-172,-189,697
-23,-25,-983,-70,-910,-840,-178,-180,696
-22,-25,-985,-140,-980,-770,-171,-183,697
-23,-25,-983,-210,-1190,-770,-174,-183,702
-22,-25,-984,-350,-980,-770,-174,-171,708
-23,-25,-984,-350,-1120,-700,-172,-175,706
-23,-26,-984,-420,-1190,-770,-175,-169,693
-22,-25,-983,-490,-840,-700,-169,-180,709
-23,-25,-986,-490,-1050,-770,-178,-184,705
-22,-25,-982,-420,-1260,-700,-159,-189,694
-22,-25,-985,-630,-840,-700,-177,-189,699
-22,-25,-984,-560,-1260,-700,-175,-187,709
-23,-24,-983,-560,-1050,-700,-180,-181,706
-22,-25,-985,-630,-1050,-700,-177,-181,700
-22,-25,-981,-770,-1050,-700,-178,-184,705
-23,-25,-985,-770,-770,-630,-178,-180,709
-23,-25,-984,-560,-1470,-700,-178,-183,705
-23,-25,-984,-840,-1120,-700,-169,-175,705
